temperature,humidity,light_intensity,motion,fan_cooling_pwm,fan_circulation_pwm,water_pump_pwm,grow_light_pwm
25.268438068853644,84.82263589374725,0.0,0,2.662684728656631,40.597736014605914,0.3760063178378732,98.4442617780385
18.262892337221142,90.0,0.0,0,0.0,38.123124875234424,0.0,98.91045918856516
19.36510156370116,90.0,0.0,0,0.0,39.66451066574421,0.0,100.0
31.116621074452627,63.14227297612894,67.07443508629096,0,61.029961284059496,18.857421192989438,10.181241543306218,6.099805237160309
23.88904105961769,90.0,19.224780410052986,0,0.0,38.92515603344139,0.0,73.08233086963487
29.096660800673792,68.72539426523997,64.25165517002334,1,40.212508462893496,51.24312293031512,0.0,6.403731261025786
18.980400679238723,90.0,0.0,0,0.6848840937200333,41.938678777037524,0.7546567848673722,99.68265590454018
30.481769235184736,67.68746089760748,35.228764296177495,1,54.64371629722225,48.851330766060975,0.0,50.25363631097833
29.402037934960294,72.74029932078967,64.55471817275514,1,42.814518603004586,51.12775170862133,1.0834354704775584,6.749969238942123
30.068068751575364,69.28084650788995,36.200695844148356,0,51.90480514120094,18.800318374162106,0.34507621504944286,47.55110080900717
26.078518091570025,85.56076583963618,37.30674089907593,1,11.885675473111213,71.77166844610174,0.8543378860456396,45.82432728033748
18.566992841244204,90.0,0.0,0,0.14994755186797581,40.5662472431583,1.9594827326553799,100.0
23.572961168271988,90.0,26.536191548089935,0,1.4768248118410066,41.97651715585924,0.12486284707967954,63.41455822548181
26.943709242249746,80.01245464954346,52.88430595352464,0,21.16946157149784,38.083181173371834,0.25243167053808824,24.6368515410131
18.372535455285917,90.0,0.0,0,0.5454348004354728,39.38096309419403,0.179532843487614,100.0
19.1292045732065,90.0,0.0,0,0.0,40.402646707396435,1.3618655669905362,98.03794332872786
22.272539011279452,90.0,14.644849465618167,0,0.0,39.89942494746644,0.0,78.77651580439475
29.411430645531787,72.70176829259218,17.83956126064122,1,45.64595751722652,50.79765884287285,1.41886752410787,76.12467694810506
17.77466907461282,90.0,0.0,0,0.22516481886009743,39.082348818535955,0.0,100.0
25.193214990124147,85.60358712951565,0.0,1,0.7792941078680642,70.75392198762177,0.0,100.0
18.13135393918308,90.0,0.0,0,0.0,40.13634990776841,0.9965182946474656,100.0
22.08264379496996,89.12046747898698,16.626854029884033,0,1.9775202701445447,38.759457147418615,0.5143946369201027,76.42553152849847
17.960674688943495,90.0,0.0,0,0.0,39.384580598974935,0.0,100.0
29.14165095788056,76.36960858188057,11.794444061762132,1,40.810818715273896,70.16027968188169,0.0,81.22882773164818
28.312309132578022,73.70983537894523,14.078440489923931,1,34.17758118119328,51.1868157163378,0.0,78.63443297196059
28.48109575571152,77.98695856587288,55.21209414642265,0,35.30805535937897,41.69311816517655,0.0,22.500420860647523
18.943479967789486,90.0,0.0,0,0.0,39.71364909133859,0.0,100.0
31.27186527434212,66.61743423491959,59.60772880796007,0,62.15965367411248,20.46705841826857,0.04451822061702693,14.014495181945332
18.855089895501767,90.0,0.0,0,0.0,40.469826821812596,1.3086441619212135,99.609305981318
19.07936246304154,90.0,0.0,0,0.0,40.144856092296436,0.0,100.0
28.474984933262586,73.38359136458176,48.94312222510255,1,33.151091520193695,51.2479238219037,0.0,29.841995889064755
28.729190172102886,73.91836858065184,59.82866926181275,0,37.52305852848649,18.969044340609507,0.0,14.35409567772674
18.630404924071986,90.0,0.0,0,0.0,40.28956216849252,1.4306837779259052,99.82056573952877
25.704016863947274,85.25725378675948,0.0,0,7.988187332361827,39.115611277209794,0.7237148173317349,99.89747170666466
31.815174909496427,67.96206331265229,52.11817902497901,0,68.95039060418401,18.40698382671895,1.9340230252081323,24.344978157685834
23.53426021495126,90.0,23.266900230399298,0,0.0,39.62493312950788,0.7416227182477946,66.15009917767489
